den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
sobota,2020-10-10,5106,Nový Bor,70,8,5,78,8,5,1,1,246,5106,Nový Bor,26302,5736,307.9613717588016,13,True,2,139.47001394700138,10,True,2,28.455284552845526,25,True,2,6.363636363636363,30,84
sobota,2020-10-10,5107,Semily,45,7,3,56,9,4,3,3,182,5107,Semily,25675,5599,229.79552093476144,10,True,2,160.74298981961064,10,True,2,24.725274725274726,25,True,2,2.3684210526315788,30,81
sobota,2020-10-10,5108,Tanvald,42,6,4,53,8,5,4,3,163,5108,Tanvald,20412,4465,259.6511855771115,13,True,2,179.17133258678612,10,True,2,25.766871165644172,25,True,2,2.3333333333333335,30,84
sobota,2020-10-10,5109,Turnov,128,20,11,191,23,12,7,7,488,5109,Turnov,33623,7134,630.520774469857,16,True,2,350.4345388281469,13,True,2,26.229508196721312,25,True,2,1.4065934065934067,20,80
sobota,2020-10-10,5110,Železný Brod,29,5,0,34,5,0,1,1,88,5110,Železný Brod,12182,2797,287.3091446396323,13,True,2,178.7629603146228,10,True,2,32.95454545454545,25,True,2,4.833333333333333,30,84
sobota,2020-10-10,5201,Broumov,133,18,4,151,23,8,7,3,316,5201,Broumov,15876,3561,1020.408163265306,16,True,2,645.8859870822803,16,True,2,42.08860759493671,25,True,2,2.509433962264151,30,93
sobota,2020-10-10,5202,Dobruška,28,3,2,33,3,2,1,1,145,5202,Dobruška,20190,4276,168.40019811788014,10,True,2,70.15902712815715,7,True,2,19.310344827586206,20,True,2,3.111111111111111,30,73
sobota,2020-10-10,5203,Dvůr Králové nad Labem,53,9,2,63,12,3,2,3,201,5203,Dvůr Králové nad Labem,26949,6223,244.90704664366024,13,True,2,192.83303872730195,10,True,2,26.368159203980102,25,True,2,3.7857142857142856,30,84
sobota,2020-10-10,5204,Hořice,19,4,2,25,6,3,1,0,96,5204,Hořice,18377,4041,136.03961473581109,10,True,2,98.9853996535511,7,True,2,19.791666666666664,20,True,2,4.75,30,73
sobota,2020-10-10,5205,Hradec Králové,354,60,27,480,96,46,25,19,1755,5205,Hradec Králové,146899,32484,353.30397075541697,13,True,2,335.54980913680583,13,True,2,20.17094017094017,20,True,2,1.9135135135135135,30,82
sobota,2020-10-10,5206,Jaroměř,62,23,8,76,22,7,8,7,334,5206,Jaroměř,19273,3792,456.5973123021844,13,True,2,659.282700421941,16,True,2,18.562874251497004,15,True,2,1.441860465116279,20,70
sobota,2020-10-10,5207,Jičín,62,9,4,99,15,8,7,9,287,5207,Jičín,48382,10108,217.02285974122609,10,True,2,168.18361693707953,10,True,2,21.602787456445995,20,True,2,1.6756756756756757,25,71
sobota,2020-10-10,5208,Kostelec nad Orlicí,80,7,0,102,7,0,2,1,281,5208,Kostelec nad Orlicí,24892,5311,425.83962718945844,13,True,2,150.63076633402372,10,True,2,28.46975088967972,25,True,2,2.1052631578947367,30,84
sobota,2020-10-10,5209,Náchod,369,44,19,437,51,21,18,19,1078,5209,Náchod,60595,13494,846.6045053222214,16,True,2,429.8206610345339,13,True,2,34.23005565862709,25,True,2,1.669683257918552,25,85
sobota,2020-10-10,5210,Nová Paka,21,3,3,30,5,5,3,3,73,5210,Nová Paka,13286,2887,203.22143609814844,10,True,2,138.55213023900242,10,True,2,28.767123287671232,25,True,2,2.3333333333333335,30,81
sobota,2020-10-10,5211,Nové Město nad Metují,56,9,6,60,9,6,3,4,274,5211,Nové Město nad Metují,14214,3321,499.50752778950334,16,True,2,481.7825956037338,16,True,2,20.437956204379564,20,True,2,1.8666666666666667,30,88
sobota,2020-10-10,5212,Nový Bydžov,30,2,2,38,4,4,4,2,158,5212,Nový Bydžov,17384,3627,235.84905660377356,10,True,2,110.28398125172319,7,True,2,18.9873417721519,15,True,2,2.727272727272727,30,68
sobota,2020-10-10,5213,Rychnov nad Kněžnou,100,12,6,114,15,9,3,1,330,5213,Rychnov nad Kněžnou,34301,6810,349.84402787090755,13,True,2,220.26431718061676,10,True,2,30.303030303030305,25,True,2,3.3333333333333335,30,84
sobota,2020-10-10,5214,Trutnov,116,12,6,153,14,6,1,1,620,5214,Trutnov,63419,13537,247.5598795313707,13,True,2,110.80741670975844,7,True,2,18.70967741935484,15,True,2,2.188679245283019,30,71
sobota,2020-10-10,5215,Vrchlabí,40,3,1,56,3,1,0,0,185,5215,Vrchlabí,27610,5935,220.93444404201378,10,True,2,50.54759898904801,5,True,2,21.62162162162162,20,True,2,1.7391304347826086,25,66
sobota,2020-10-10,5301,Česká Třebová,20,0,0,35,0,0,1,1,134,5301,Česká Třebová,17969,3841,239.30101842061327,10,False,0,26.03488674824265,5,True,2,14.925373134328357,11,True,2,0.7692307692307693,0,30
sobota,2020-10-10,5302,Hlinsko,66,10,8,86,11,8,5,5,258,5302,Hlinsko,21017,4465,423.46671741923205,13,True,2,246.3605823068309,13,True,2,25.581395348837212,25,True,2,1.5,20,77
sobota,2020-10-10,5303,Holice,38,6,1,54,12,4,1,3,212,5303,Holice,17910,3461,290.3405918481295,13,True,2,317.8272175671771,13,True,2,17.92452830188679,15,True,2,2.235294117647059,30,77
sobota,2020-10-10,5304,Chrudim,180,30,11,253,43,17,15,11,1009,5304,Chrudim,83596,17211,344.51409158332933,13,True,2,307.94259485212945,13,True,2,17.839444995044598,15,True,2,1.487603305785124,20,67
sobota,2020-10-10,5305,Králíky,14,2,2,17,3,2,1,1,55,5305,Králíky,8676,1838,242.04702627939145,13,True,2,217.6278563656148,10,True,2,25.454545454545453,25,True,2,2.0,30,84
sobota,2020-10-10,5306,Lanškroun,49,7,1,59,10,3,7,7,172,5306,Lanškroun,23140,4468,280.8988764044944,13,True,2,246.19516562220232,13,True,2,28.488372093023255,25,True,2,3.0625,30,87
sobota,2020-10-10,5307,Litomyšl,114,22,11,158,36,18,6,5,431,5307,Litomyšl,27205,5327,680.0220547693439,16,True,2,844.7531443589262,16,True,2,26.450116009280745,25,True,2,1.3571428571428572,15,78
sobota,2020-10-10,5308,Moravská Třebová,26,6,2,36,7,2,4,4,155,5308,Moravská Třebová,26138,5476,156.859744433392,10,True,2,109.5690284879474,7,True,2,16.7741935483871,15,True,2,1.7333333333333334,25,63
sobota,2020-10-10,5309,Pardubice,293,28,10,444,43,18,15,15,1362,5309,Pardubice,131691,26335,341.7090006150762,13,True,2,159.48357698879818,10,True,2,21.512481644640236,20,True,2,1.646067415730337,25,74
sobota,2020-10-10,5310,Polička,36,9,5,56,11,6,5,4,244,5310,Polička,19611,3995,372.2400693488348,13,True,2,300.37546933667085,13,True,2,14.754098360655737,11,True,2,0.9,5,48
sobota,2020-10-10,5311,Přelouč,43,5,2,60,7,1,3,2,172,5311,Přelouč,25840,5172,228.32817337461302,10,True,2,154.67904098994586,10,True,2,25.0,25,True,2,2.388888888888889,30,81
sobota,2020-10-10,5312,Svitavy,58,11,7,78,13,8,9,9,268,5312,Svitavy,31379,6533,305.93709168552215,13,True,2,198.98974437471298,10,True,2,21.641791044776117,20,True,2,1.288888888888889,15,64
sobota,2020-10-10,5313,Ústí nad Orlicí,73,11,3,105,15,5,7,9,265,5313,Ústí nad Orlicí,26573,5651,436.53332329808455,13,True,2,300.83171120155725,13,True,2,27.547169811320753,25,True,2,1.5869565217391304,20,77
sobota,2020-10-10,5314,Vysoké Mýto,186,17,6,244,23,10,10,13,502,5314,Vysoké Mýto,32454,6661,816.5403340112159,16,True,2,390.33178201471253,13,True,2,37.05179282868526,25,True,2,2.066666666666667,30,90
sobota,2020-10-10,5315,Žamberk,84,10,2,110,13,3,6,5,310,5315,Žamberk,29463,5651,383.5318874520585,13,True,2,247.74376216598833,13,True,2,27.09677419354839,25,True,2,2.896551724137931,30,87
sobota,2020-10-10,6101,Bystřice nad Pernštejnem,47,16,4,68,19,5,19,15,154,6101,Bystřice nad Pernštejnem,19755,4235,430.2708175145533,13,True,2,613.9315230224321,16,True,2,30.519480519480517,25,True,2,1.2702702702702702,15,75
sobota,2020-10-10,6102,Havlíčkův Brod,102,16,3,148,25,10,10,8,448,6102,Havlíčkův Brod,52932,10770,321.1667800196479,13,True,2,241.41132776230268,13,True,2,22.767857142857142,20,True,2,1.4782608695652173,20,72
sobota,2020-10-10,6103,Humpolec,76,6,2,86,8,2,2,4,196,6103,Humpolec,17852,3773,655.3887519605646,16,True,2,318.0492976411344,13,True,2,38.775510204081634,25,True,2,1.5833333333333333,20,80
